district,tehsil,block,panchayat,old_age,widow,disability,total
Almora,Bhanoli,DHAULADEVI,MANIAGAR,51,13,15,79
Almora,Bhanoli,DHAULADEVI,MANTOLAGUNTH,50,7,2,59
Almora,Bhanoli,DHAULADEVI,MANU,67,9,11,87
Almora,Bhanoli,DHAULADEVI,MATKANYA,48,18,1,67
Almora,Bhanoli,DHAULADEVI,MAYOLI,63,8,8,79
Almora,Bhanoli,DHAULADEVI,MELGAON,51,12,4,67
Almora,Bhanoli,DHAULADEVI,MELTAJOL,33,8,4,45
Almora,Bhanoli,DHAULADEVI,NAILPAD,64,13,5,82
Almora,Bhanoli,DHAULADEVI,NAINOLI,61,14,5,80
Almora,Bhanoli,DHAULADEVI,NAKOT,29,12,5,46
Almora,Bhanoli,DHAULADEVI,NAUGAON,53,19,5,77
Almora,Bhanoli,DHAULADEVI,NAURA,11,,4,15
Almora,Bhanoli,DHAULADEVI,NAYAL,36,10,2,48
Almora,Bhanoli,DHAULADEVI,NAYALDHURA,48,7,5,60
Almora,Bhanoli,DHAULADEVI,PADAEE,37,7,7,51
Almora,Bhanoli,DHAULADEVI,PALI,140,23,21,184
Almora,Bhanoli,DHAULADEVI,PALRIGUNTH,101,18,11,130
Almora,Bhanoli,DHAULADEVI,PAPGAD,38,11,4,53
Almora,Bhanoli,DHAULADEVI,PAPOLI,69,26,15,110
Almora,Bhanoli,DHAULADEVI,POKHARI,126,17,13,156
Almora,Bhanoli,DHAULADEVI,QWERALI,31,20,3,54
Almora,Bhanoli,DHAULADEVI,RAUL,83,12,7,102
Almora,Bhanoli,DHAULADEVI,SAIL,,,,0
Almora,Bhanoli,DHAULADEVI,SAILAKOT,63,17,13,93
Almora,Bhanoli,DHAULADEVI,SAILI,43,13,16,72
Almora,Bhanoli,DHAULADEVI,SELA,5,3,2,10
Almora,Bhanoli,DHAULADEVI,SINDHIYA MALLA,90,14,7,111
Almora,Bhanoli,DHAULADEVI,SIRAULA,43,13,2,58
Almora,Bhanoli,DHAULADEVI,SUKNA,36,5,7,48
Almora,Bhanoli,DHAULADEVI,TALAD BHAINA,24,2,5,31
Almora,Bhanoli,DHAULADEVI,TARKOT,51,17,4,72
Almora,Bhanoli,DHAULADEVI,THALI,59,32,17,108
Almora,Bhanoli,LAMGARA,BADIYAR RAIT,7,,1,8
Almora,Bhanoli,LAMGARA,KOORI,29,5,1,35
Almora,Bhanoli,LAMGARA,TYUNARA,14,,4,18
Almora,Bhikia Sain,BHIKIASAIN,AMOLI,28,14,3,45
Almora,Bhikia Sain,BHIKIASAIN,BAGADWAR,28,8,5,41
Almora,Bhikia Sain,BHIKIASAIN,BAJAN,50,9,2,61
Almora,Bhikia Sain,BHIKIASAIN,BAMANCHAUNA,39,8,2,49
Almora,Bhikia Sain,BHIKIASAIN,BAMYOLI,31,8,1,40
Almora,Bhikia Sain,BHIKIASAIN,BARIKOT,37,5,5,47
Almora,Bhikia Sain,BHIKIASAIN,BASOT,103,24,11,138
Almora,Bhikia Sain,BHIKIASAIN,BAULI,55,17,4,76
Almora,Bhikia Sain,BHIKIASAIN,Belti,3,,1,4
Almora,Bhikia Sain,BHIKIASAIN,BHANTI,40,13,4,57
Almora,Bhikia Sain,BHIKIASAIN,BHASI KAFLANI,37,4,2,43
Almora,Bhikia Sain,BHIKIASAIN,BHIKIYASAIN,84,42,17,143
Almora,Bhikia Sain,BHIKIASAIN,BHONALI,16,5,4,25
Almora,Bhikia Sain,BHIKIASAIN,BINOULI,52,8,9,69
Almora,Bhikia Sain,BHIKIASAIN,BUDHALI,24,6,2,32
Almora,Bhikia Sain,BHIKIASAIN,BUNGANAURAR,17,12,1,30
Almora,Bhikia Sain,BHIKIASAIN,CHANULI,60,9,5,74
Almora,Bhikia Sain,BHIKIASAIN,CHAUDA,15,5,1,21
Almora,Bhikia Sain,BHIKIASAIN,CHAUNIA,8,8,2,18
Almora,Bhikia Sain,BHIKIASAIN,CHAURA (BAIGAR),32,4,1,37
Almora,Bhikia Sain,BHIKIASAIN,DADHULI,55,5,5,65
Almora,Bhikia Sain,BHIKIASAIN,DAHAL,22,8,2,32
Almora,Bhikia Sain,BHIKIASAIN,DALMORI,14,7,5,26
Almora,Bhikia Sain,BHIKIASAIN,DANGARKHOLA,19,8,1,28
Almora,Bhikia Sain,BHIKIASAIN,DANPAUN,58,32,12,102
Almora,Bhikia Sain,BHIKIASAIN,DHAMERA,13,9,3,25
Almora,Bhikia Sain,BHIKIASAIN,DHANAULI,30,5,5,40
Almora,Bhikia Sain,BHIKIASAIN,DHARAR,37,6,2,45
Almora,Bhikia Sain,BHIKIASAIN,DHAULA,21,10,1,32
Almora,Bhikia Sain,BHIKIASAIN,Dhunga,2,,,2
Almora,Bhikia Sain,BHIKIASAIN,DUMNA,22,5,5,32
Almora,Bhikia Sain,BHIKIASAIN,DYONA,15,8,3,26
Almora,Bhikia Sain,BHIKIASAIN,FALSON,17,10,3,30
Almora,Bhikia Sain,BHIKIASAIN,GAIRGAON,41,14,9,64
Almora,Bhikia Sain,BHIKIASAIN,GANGORA,36,17,4,57
Almora,Bhikia Sain,BHIKIASAIN,GHUGHUTI,7,2,2,11
Almora,Bhikia Sain,BHIKIASAIN,GUJARGADI,37,23,7,67
Almora,Bhikia Sain,BHIKIASAIN,HARNAULI,54,17,6,77
Almora,Bhikia Sain,BHIKIASAIN,HAULI,36,11,3,50
Almora,Bhikia Sain,BHIKIASAIN,INAULI,45,5,1,51
Almora,Bhikia Sain,BHIKIASAIN,INDA,43,11,2,56
Almora,Bhikia Sain,BHIKIASAIN,JAINAL,22,7,3,32
Almora,Bhikia Sain,BHIKIASAIN,JAITHA,23,8,5,36
Almora,Bhikia Sain,BHIKIASAIN,JALALI,60,19,3,82
Almora,Bhikia Sain,BHIKIASAIN,JAMOLI,60,9,8,77
Almora,Bhikia Sain,BHIKIASAIN,JHARKOT,24,9,4,37
Almora,Bhikia Sain,BHIKIASAIN,KAMARAR,40,7,9,56
Almora,Bhikia Sain,BHIKIASAIN,KHANOLIYA,22,10,1,33
Almora,Bhikia Sain,BHIKIASAIN,KHARAK,14,6,1,21
Almora,Bhikia Sain,BHIKIASAIN,KHARKHET,11,6,,17
Almora,Bhikia Sain,BHIKIASAIN,KHUREDI,40,6,,46
Almora,Bhikia Sain,BHIKIASAIN,KHURURI,12,9,2,23
Almora,Bhikia Sain,BHIKIASAIN,KOT,19,5,2,26
Almora,Bhikia Sain,BHIKIASAIN,KOTIYAG,36,7,1,44
Almora,Bhikia Sain,BHIKIASAIN,LAUKOT,27,15,1,43
Almora,Bhikia Sain,BHIKIASAIN,MAHARNAIL,17,4,,21
Almora,Bhikia Sain,BHIKIASAIN,MAHARTANA,17,6,1,24
Almora,Bhikia Sain,BHIKIASAIN,MASON,10,6,2,18
Almora,Bhikia Sain,BHIKIASAIN,MATELA,33,11,6,50
Almora,Bhikia Sain,BHIKIASAIN,MAYOLI,15,4,,19
Almora,Bhikia Sain,BHIKIASAIN,MOHANARI,49,14,7,70
Almora,Bhikia Sain,BHIKIASAIN,MUNIACHAURA,22,5,4,31
Almora,Bhikia Sain,BHIKIASAIN,NAGARJUN,50,8,5,63
Almora,Bhikia Sain,BHIKIASAIN,NAIKANA,34,12,4,50
Almora,Bhikia Sain,BHIKIASAIN,NAIL,28,11,2,41
Almora,Bhikia Sain,BHIKIASAIN,NAUBARA,55,24,4,83
Almora,Bhikia Sain,BHIKIASAIN,NAUGAON,32,14,2,48
Almora,Bhikia Sain,BHIKIASAIN,NAUGHARIA,35,6,3,44
Almora,Bhikia Sain,BHIKIASAIN,NAULA,79,27,9,115
Almora,Bhikia Sain,BHIKIASAIN,NIGRALI,28,14,2,44
Almora,Bhikia Sain,BHIKIASAIN,NIRKOT,13,4,3,20
Almora,Bhikia Sain,BHIKIASAIN,PADYULA,6,6,1,13
Almora,Bhikia Sain,BHIKIASAIN,PALI,43,12,4,59
Almora,Bhikia Sain,BHIKIASAIN,PALITHOULI,31,16,9,56
Almora,Bhikia Sain,BHIKIASAIN,PANTGAON,29,17,2,48
Almora,Bhikia Sain,BHIKIASAIN,PATAS,5,8,3,16
Almora,Bhikia Sain,BHIKIASAIN,PEEPALGAON,47,4,3,54
Almora,Bhikia Sain,BHIKIASAIN,RIKHAR,47,8,7,62
Almora,Bhikia Sain,BHIKIASAIN,RIKHARI,28,4,4,36
Almora,Bhikia Sain,BHIKIASAIN,RINGADIA,28,8,1,37
Almora,Bhikia Sain,BHIKIASAIN,RUPANAULI,29,1,5,35
Almora,Bhikia Sain,BHIKIASAIN,SAINSERA,33,7,2,42
Almora,Bhikia Sain,BHIKIASAIN,Sanana,3,1,,4
Almora,Bhikia Sain,BHIKIASAIN,SANNE,27,13,4,44
Almora,Bhikia Sain,BHIKIASAIN,SAUREN,53,11,7,71
Almora,Bhikia Sain,BHIKIASAIN,SEEM,58,35,14,107
Almora,Bhikia Sain,BHIKIASAIN,SHILANG,13,4,1,18
Almora,Bhikia Sain,BHIKIASAIN,SIGOLI,18,4,,22
Almora,Bhikia Sain,BHIKIASAIN,SINAR,46,17,5,68
Almora,Bhikia Sain,BHIKIASAIN,SINAURA,91,26,7,124
Almora,Bhikia Sain,BHIKIASAIN,SIRMOLI,64,13,3,80
Almora,Bhikia Sain,BHIKIASAIN,SOLI,8,2,2,12
Almora,Bhikia Sain,BHIKIASAIN,SOONI,25,15,2,42
Almora,Bhikia Sain,BHIKIASAIN,SRIKOTNAHORI,43,7,2,52
Almora,Bhikia Sain,BHIKIASAIN,SURE,46,19,5,70
Almora,Bhikia Sain,BHIKIASAIN,Syutara,13,1,,14
Almora,Bhikia Sain,BHIKIASAIN,Taani,7,1,,8
Almora,Bhikia Sain,BHIKIASAIN,TAKULTI,58,17,7,82
Almora,Bhikia Sain,BHIKIASAIN,THAPLA,37,6,2,45
Almora,Bhikia Sain,BHIKIASAIN,THIRAULI,75,29,7,111
Almora,Bhikia Sain,BHIKIASAIN,UGALIA,39,6,4,49
Almora,Bhikia Sain,BHIKIASAIN,UNULI,50,13,4,67
Almora,Bhikia Sain,DWARAHAT,BHUMKIA,,,,0
Almora,Bhikia Sain,SULT,ACHHARAUN,,,,0
Almora,Bhikia Sain,SULT,BARAHLIA,,,,0
Almora,Bhikia Sain,SULT,BARKINDA,19,2,1,22
Almora,Bhikia Sain,SULT,BASEDI BASNAL,27,1,1,29
Almora,Bhikia Sain,SULT,BASERABAGAD,10,,,10
Almora,Bhikia Sain,SULT,BAUDMALLA,2,1,,3
Almora,Bhikia Sain,SULT,BAUDTALLA,1,,,1
Almora,Bhikia Sain,SULT,BHAISKHET,8,1,,9
Almora,Bhikia Sain,SULT,BHAKARAKOT,,,,0
Almora,Bhikia Sain,SULT,BHIYADI,1,,,1
Almora,Bhikia Sain,SULT,BINAULII,16,1,1,18
Almora,Bhikia Sain,SULT,BUNGIDHAR,14,,,14
Almora,Bhikia Sain,SULT,CHAMAKANA,,,,0
Almora,Bhikia Sain,SULT,CHAUNA,9,2,,11
Almora,Bhikia Sain,SULT,DABHARA,23,2,,25
Almora,Bhikia Sain,SULT,DABHARA SAURAL,1,,,1
Almora,Bhikia Sain,SULT,DADHARIYA,1,,,1
Almora,Bhikia Sain,SULT,DADHOLI,16,1,,17
Almora,Bhikia Sain,SULT,DANG,,,,0
Almora,Bhikia Sain,SULT,DANYURA,17,1,,18
Almora,Bhikia Sain,SULT,DHUNGAMOHAN,,,,0
Almora,Bhikia Sain,SULT,DUGOLI,12,1,4,17
Almora,Bhikia Sain,SULT,DUNGRA,3,,,3
Almora,Bhikia Sain,SULT,DUNGRA (NAYA),6,3,,9
Almora,Bhikia Sain,SULT,DUNGRI,,,,0
Almora,Bhikia Sain,SULT,DYONA,,,,0
Almora,Bhikia Sain,SULT,GAHANTIMLE,15,1,1,17
Almora,Bhikia Sain,SULT,GHACHKOT,,,,0
Almora,Bhikia Sain,SULT,GHAGHLI,13,1,1,15
Almora,Bhikia Sain,SULT,INLO,32,5,1,38
Almora,Bhikia Sain,SULT,JALIKHAN,5,,,5
Almora,Bhikia Sain,SULT,JAMRIA,,,,0
Almora,Bhikia Sain,SULT,JHADGAON,,,,0
Almora,Bhikia Sain,SULT,JHIMAR,3,,,3
Almora,Bhikia Sain,SULT,KAFALTA,,,,0
Almora,Bhikia Sain,SULT,KALIGAON,,,,0
Almora,Bhikia Sain,SULT,KANEKHALPATI,,,,0
Almora,Bhikia Sain,SULT,KANGADI,15,1,,16
Almora,Bhikia Sain,SULT,KHALYO,10,1,,11
Almora,Bhikia Sain,SULT,KHATOLI,,,,0
Almora,Bhikia Sain,SULT,KHUMAD,,,,0
Almora,Bhikia Sain,SULT,KOTACHAMI,2,,,2
Almora,Bhikia Sain,SULT,KOTALI MALLI,,,,0
Almora,Bhikia Sain,SULT,KOTHALGAON,,,,0
Almora,Bhikia Sain,SULT,KUNHIL SYOTARI,16,1,2,19
Almora,Bhikia Sain,SULT,KUNIDHAR,39,4,2,45
Almora,Bhikia Sain,SULT,LUHEDA,,,,0
Almora,Bhikia Sain,SULT,MACHHOR,1,,,1
Almora,Bhikia Sain,SULT,MAINAKOT,,,,0
Almora,Bhikia Sain,SULT,MAITHANI,1,,,1
Almora,Bhikia Sain,SULT,MAJGAON KANERA,6,1,3,10
Almora,Bhikia Sain,SULT,MALIHARI,18,,,18
Almora,Bhikia Sain,SULT,MANILA,,,,0
Almora,Bhikia Sain,SULT,MANULI,19,2,1,22
Almora,Bhikia Sain,SULT,MAWALGAON,1,,,1
Almora,Bhikia Sain,SULT,MUSAULI,8,5,2,15
Almora,Bhikia Sain,SULT,NADOLI,,,,0
Almora,Bhikia Sain,SULT,NAGCHULA,1,,,1
Almora,Bhikia Sain,SULT,NAIKANA,12,,1,13
Almora,Bhikia Sain,SULT,NAINWALPALI,11,1,,12
Almora,Bhikia Sain,SULT,NANADKOTA,7,,1,8
Almora,Bhikia Sain,SULT,NEWALGAON -1,1,,,1
Almora,Bhikia Sain,SULT,NEWALGAON-2,,,,0
Almora,Bhikia Sain,SULT,PATIACHAURA,,,,0
Almora,Bhikia Sain,SULT,POKHARI TALLI,,,,0
Almora,Bhikia Sain,SULT,PUNAKOT,22,5,1,28
Almora,Bhikia Sain,SULT,PURIYA CHAURA,13,,1,14
Almora,Bhikia Sain,SULT,RANKOONA,2,,,2
Almora,Bhikia Sain,SULT,RANTHAMAL,,,,0
Almora,Bhikia Sain,SULT,RIWALI PALLI,2,,,2
Almora,Bhikia Sain,SULT,SABOLI RAUTELA,15,1,1,17
Almora,Bhikia Sain,SULT,SAINMANUR,34,3,3,40
Almora,Bhikia Sain,SULT,SAKANADA,17,1,,18
Almora,Bhikia Sain,SULT,SARUD,2,,,2
Almora,Bhikia Sain,SULT,SAUKHATI,,,,0
Almora,Bhikia Sain,SULT,SEEMARISTINA,9,3,2,14
Almora,Bhikia Sain,SULT,SYAHILAID,,,,0
Almora,Bhikia Sain,SULT,TARAM,1,,,1
Almora,Bhikia Sain,SULT,TARITUKNAULI,,,,0
Almora,Bhikia Sain,SULT,TAYA,4,,,4
Almora,Bhikia Sain,SULT,THALTARAD,,,,0
Almora,Bhikia Sain,SULT,TITOLI,7,3,,10
Almora,Bhikia Sain,SULT,TOTAM,,,,0
Almora,Bhikia Sain,SULT,UJRAD,19,,,19
Almora,Bhikia Sain,SYALDEY,AFAON,34,10,3,47
Almora,Bhikia Sain,SYALDEY,ARADI BISHT,42,13,3,58
Almora,Bhikia Sain,SYALDEY,ARADI RAJWAR,33,7,7,47
Almora,Bhikia Sain,SYALDEY,BABLIA,60,24,5,89
Almora,Bhikia Sain,SYALDEY,BALMARA,29,9,4,42
Almora,Bhikia Sain,SYALDEY,BARANGAL,115,29,16,160
Almora,Bhikia Sain,SYALDEY,BASAI,87,20,11,118
Almora,Bhikia Sain,SYALDEY,BASNAL GAON,37,6,6,49
Almora,Bhikia Sain,SYALDEY,BAWADI KICHAR,29,4,6,39
Almora,Bhikia Sain,SYALDEY,BHAKURA MALLA,53,22,5,80
Almora,Bhikia Sain,SYALDEY,BHAKURA TALLA,36,11,3,50
Almora,Bhikia Sain,SYALDEY,BHARSOLI,99,22,10,131
Almora,Bhikia Sain,SYALDEY,BHELIWAR,42,11,,53
Almora,Bhikia Sain,SYALDEY,BISARKHET,13,6,4,23
Almora,Bhikia Sain,SYALDEY,BURUSPANI,57,20,3,80
Almora,Bhikia Sain,SYALDEY,CHACHROTI,78,12,16,106
Almora,Bhikia Sain,SYALDEY,CHACK KELANI,23,4,1,28
Almora,Bhikia Sain,SYALDEY,CHAKAR GAON,65,28,4,97
Almora,Bhikia Sain,SYALDEY,CHAMYADI,57,19,7,83
Almora,Bhikia Sain,SYALDEY,CHANAULI,15,8,3,26
Almora,Bhikia Sain,SYALDEY,CHANTHARKHANI,43,21,4,68
Almora,Bhikia Sain,SYALDEY,CHICHAON,13,2,3,18
Almora,Bhikia Sain,SYALDEY,CHINTOLI,71,32,6,109
Almora,Bhikia Sain,SYALDEY,DEGHAT,33,13,3,49
Almora,Bhikia Sain,SYALDEY,DHIKA,16,2,1,19
Almora,Bhikia Sain,SYALDEY,DUDHORIBIRKHAL,22,4,1,27
Almora,Bhikia Sain,SYALDEY,DUNGRI,59,18,2,79
Almora,Bhikia Sain,SYALDEY,FARIA,41,11,2,54
Almora,Bhikia Sain,SYALDEY,GADSADI,45,10,1,56
Almora,Bhikia Sain,SYALDEY,GAJAR,31,9,,40
Almora,Bhikia Sain,SYALDEY,GHANYAL,23,10,2,35
Almora,Bhikia Sain,SYALDEY,GHANYAL PALLA,48,6,4,58
Almora,Bhikia Sain,SYALDEY,GHUGHUTI,51,17,8,76
Almora,Bhikia Sain,SYALDEY,GOGANYAN VASISEEM,15,3,1,19
Almora,Bhikia Sain,SYALDEY,GOLANA,103,20,5,128
Almora,Bhikia Sain,SYALDEY,GUDLEKH,56,15,3,74
Almora,Bhikia Sain,SYALDEY,GUMTI,31,12,2,45
Almora,Bhikia Sain,SYALDEY,GWALBINA,56,17,5,78
Almora,Bhikia Sain,SYALDEY,GWALI,43,15,2,60
Almora,Bhikia Sain,SYALDEY,IKKURAULA,36,18,1,55
Almora,Bhikia Sain,SYALDEY,JAIKHAL,70,27,7,104
Almora,Bhikia Sain,SYALDEY,JANARKHANI,49,9,1,59
Almora,Bhikia Sain,SYALDEY,JASPUR,53,17,9,79
Almora,Bhikia Sain,SYALDEY,JAYNTESWAR,6,1,,7
Almora,Bhikia Sain,SYALDEY,JUNIA,11,3,2,16
Almora,Bhikia Sain,SYALDEY,KAFAL GAON,28,14,,42
Almora,Bhikia Sain,SYALDEY,KAFALGAIR,67,13,3,83
Almora,Bhikia Sain,SYALDEY,KAFALTANA,67,17,9,93
Almora,Bhikia Sain,SYALDEY,KAIHARGAON,70,19,11,100
Almora,Bhikia Sain,SYALDEY,KALIYALINGUN,62,16,3,81
Almora,Bhikia Sain,SYALDEY,KALJHIPA JOSHI,52,11,1,64
Almora,Bhikia Sain,SYALDEY,KALJHIPA RAJWAR,10,7,,17
Almora,Bhikia Sain,SYALDEY,KALYANPUR,63,15,4,82
Almora,Bhikia Sain,SYALDEY,KAMAN,39,15,2,56
Almora,Bhikia Sain,SYALDEY,KANARITHAUD,23,10,,33
Almora,Bhikia Sain,SYALDEY,KANKOT,43,7,1,51
Almora,Bhikia Sain,SYALDEY,KHALIYO,3,,,3
Almora,Bhikia Sain,SYALDEY,KHARKU BHANARIA,11,5,1,17
Almora,Bhikia Sain,SYALDEY,KHATALGAON,37,22,4,63
Almora,Bhikia Sain,SYALDEY,KOTSADI,52,23,8,83
Almora,Bhikia Sain,SYALDEY,KULANTESWAR,8,1,2,11
Almora,Bhikia Sain,SYALDEY,KUMALESHWAR,55,13,10,78
Almora,Bhikia Sain,SYALDEY,KUSIACHAUN,38,14,3,55
Almora,Bhikia Sain,SYALDEY,LALNAGARI,61,23,5,89
Almora,Bhikia Sain,SYALDEY,MAGRUKHAL,30,14,2,46
Almora,Bhikia Sain,SYALDEY,MAHANGYARI,30,10,3,43
Almora,Bhikia Sain,SYALDEY,MAHAROLI MALLI,32,12,3,47
Almora,Bhikia Sain,SYALDEY,MAHAROLI TALLI,19,10,2,31
Almora,Bhikia Sain,SYALDEY,MASMOLI,33,15,1,49
Almora,Bhikia Sain,SYALDEY,MATKHANI,71,21,,92
Almora,Bhikia Sain,SYALDEY,METALA MALLA,22,6,7,35
Almora,Bhikia Sain,SYALDEY,MUNANI,64,15,9,88
Almora,Bhikia Sain,SYALDEY,NAIL,30,23,4,57
Almora,Bhikia Sain,SYALDEY,NAUGAON,22,8,1,31
Almora,Bhikia Sain,SYALDEY,OKHALYON,63,10,3,76
Almora,Bhikia Sain,SYALDEY,PAITHANA,46,29,5,80
Almora,Bhikia Sain,SYALDEY,PALPUR,37,14,8,59
Almora,Bhikia Sain,SYALDEY,PARTHOLA,47,23,3,73
Almora,Bhikia Sain,SYALDEY,PATALGOAN,40,10,6,56
Almora,Bhikia Sain,SYALDEY,PATTRARKHOLA,49,15,11,75
Almora,Bhikia Sain,SYALDEY,PIPALKHAL,37,9,1,47
Almora,Bhikia Sain,SYALDEY,ROTAPANI,36,13,2,51
Almora,Bhikia Sain,SYALDEY,RUDHOLI,41,22,5,68
Almora,Bhikia Sain,SYALDEY,SADE,24,10,3,37
Almora,Bhikia Sain,SYALDEY,SANADBHEEDA,19,,,19
Almora,Bhikia Sain,SYALDEY,SARAIKHET,52,12,6,70
Almora,Bhikia Sain,SYALDEY,SATED,36,14,2,52
Almora,Bhikia Sain,SYALDEY,SERA,36,9,3,48
Almora,Bhikia Sain,SYALDEY,SIMGAON,25,4,3,32
Almora,Bhikia Sain,SYALDEY,SIMLCHAURA,22,4,2,28
Almora,Bhikia Sain,SYALDEY,SUNOLI,44,7,1,52
Almora,Bhikia Sain,SYALDEY,SURMOLI,58,13,7,78
Almora,Bhikia Sain,SYALDEY,SYALDE BLANK,69,12,9,90
Almora,Bhikia Sain,SYALDEY,TALAI,35,8,3,46
Almora,Bhikia Sain,SYALDEY,TAMADHAUN,77,21,7,105
Almora,Bhikia Sain,SYALDEY,TIMILI,58,21,5,84
Almora,Bhikia Sain,SYALDEY,TITARI,57,9,2,68
Almora,Bhikia Sain,SYALDEY,TOLBUDHANI,46,12,4,62
Almora,Bhikia Sain,SYALDEY,UDAYPUR,71,18,11,100
Almora,Bhikia Sain,SYALDEY,UPARADI,111,16,6,133
Almora,Bhikia Sain,TARIKHET,BAINA-I,2,2,1,5
Almora,Bhikia Sain,TARIKHET,BAINA-II,1,,,1
Almora,Bhikia Sain,TARIKHET,GADSYRI,,,,0
Almora,Bhikia Sain,TARIKHET,KARAKOT,14,3,3,20
Almora,Bhikia Sain,TARIKHET,MUSOLI,,,,0
Almora,Bhikia Sain,TARIKHET,NAITI,4,1,,5
Almora,Bhikia Sain,TARIKHET,NAUBA,18,3,1,22
Almora,Bhikia Sain,TARIKHET,NAUGAON-I,3,,,3
Almora,Bhikia Sain,TARIKHET,PAPNEKOTHAR,1,,,1
Almora,Bhikia Sain,TARIKHET,SIMALDHAR,14,3,1,18
Almora,Bhikia Sain,TARIKHET,SIMOLI,1,,,1
Almora,Bhikia Sain,TARIKHET,TANA,,,,0
Almora,Chaukhutia,CHAUKHUTIA,ADIGRAM FULORIA,11,12,10,33
Almora,Chaukhutia,CHAUKHUTIA,ADIGRAM KANORIA,42,7,5,54
Almora,Chaukhutia,CHAUKHUTIA,AGAR MANRAL,33,22,2,57
Almora,Chaukhutia,CHAUKHUTIA,AKHORIA NAUGAON,53,10,6,69
Almora,Chaukhutia,CHAUKHUTIA,AMASYARI,30,11,3,44
Almora,Chaukhutia,CHAUKHUTIA,ASETI,38,9,4,51
Almora,Chaukhutia,CHAUKHUTIA,BAGARI,52,16,7,75
Almora,Chaukhutia,CHAUKHUTIA,BAGWALIKHET,16,7,1,24
Almora,Chaukhutia,CHAUKHUTIA,BAISOKHLA,41,20,3,64
Almora,Chaukhutia,CHAUKHUTIA,BAKHALI,26,7,3,36
Almora,Chaukhutia,CHAUKHUTIA,BAMANGAON,24,5,1,30
Almora,Chaukhutia,CHAUKHUTIA,BARALGAON,47,14,5,66
Almora,Chaukhutia,CHAUKHUTIA,BASARKHET,70,12,11,93
Almora,Chaukhutia,CHAUKHUTIA,BASBHIRA,52,21,5,78
Almora,Chaukhutia,CHAUKHUTIA,BHAGOTI,42,11,5,58
Almora,Chaukhutia,CHAUKHUTIA,BHANOTIA,29,12,1,42
Almora,Chaukhutia,CHAUKHUTIA,BHATKOT,70,21,8,99
Almora,Chaukhutia,CHAUKHUTIA,BHELT GAON,64,15,4,83
Almora,Chaukhutia,CHAUKHUTIA,BIJRANI,14,6,3,23
Almora,Chaukhutia,CHAUKHUTIA,BOHARAGAON,31,10,4,45
Almora,Chaukhutia,CHAUKHUTIA,CHANDIKHET,55,24,4,83
Almora,Chaukhutia,CHAUKHUTIA,CHAUKHUTIA,44,35,13,92
Almora,Chaukhutia,CHAUKHUTIA,CHAUNA,43,9,3,55
Almora,Chaukhutia,CHAUKHUTIA,CHHANA,17,3,1,21
Almora,Chaukhutia,CHAUKHUTIA,CHHANI,11,4,,15
Almora,Chaukhutia,CHAUKHUTIA,CHHITAR,84,20,8,112
Almora,Chaukhutia,CHAUKHUTIA,CHINONI,48,13,6,67
Almora,Chaukhutia,CHAUKHUTIA,CHITAILI,20,7,2,29
Almora,Chaukhutia,CHAUKHUTIA,CHULERASEEM,33,23,9,65
Almora,Chaukhutia,CHAUKHUTIA,DANG,31,11,6,48
Almora,Chaukhutia,CHAUKHUTIA,DANTOLA,25,9,3,37
Almora,Chaukhutia,CHAUKHUTIA,DHANAN,35,9,2,46
Almora,Chaukhutia,CHAUKHUTIA,DHAUN,38,16,9,63
Almora,Chaukhutia,CHAUKHUTIA,DHUDHALIA MAHAR,29,3,7,39
Almora,Chaukhutia,CHAUKHUTIA,DHUDHALIA MANRAL,45,37,6,88
Almora,Chaukhutia,CHAUKHUTIA,DIGAUT,17,13,5,35
Almora,Chaukhutia,CHAUKHUTIA,DUDHALIA BISHT,19,13,5,37
Almora,Chaukhutia,CHAUKHUTIA,FARIKA,43,6,3,52
Almora,Chaukhutia,CHAUKHUTIA,FULAI,13,9,2,24
Almora,Chaukhutia,CHAUKHUTIA,GADSYARI,54,29,6,89
Almora,Chaukhutia,CHAUKHUTIA,GAIRAR,30,10,2,42
Almora,Chaukhutia,CHAUKHUTIA,GAJAR,41,20,6,67
Almora,Chaukhutia,CHAUKHUTIA,GANAI,110,61,13,184
Almora,Chaukhutia,CHAUKHUTIA,GOGATA,16,5,,21
Almora,Chaukhutia,CHAUKHUTIA,GOPALGAON,5,4,,9
Almora,Chaukhutia,CHAUKHUTIA,GWALI,44,14,,58
Almora,Chaukhutia,CHAUKHUTIA,HATJHALA,89,31,9,129
Almora,Chaukhutia,CHAUKHUTIA,JALA,26,15,3,44
Almora,Chaukhutia,CHAUKHUTIA,JAMANIA,73,35,5,113
Almora,Chaukhutia,CHAUKHUTIA,JETHA,26,10,3,39
Almora,Chaukhutia,CHAUKHUTIA,JETHUWA,56,5,4,65
Almora,Chaukhutia,CHAUKHUTIA,JHALA,11,,1,12
Almora,Chaukhutia,CHAUKHUTIA,JHORUNGA,39,16,2,57
Almora,Chaukhutia,CHAUKHUTIA,KABDOLA,16,5,2,23
Almora,Chaukhutia,CHAUKHUTIA,KABDOLI,15,8,6,29
Almora,Chaukhutia,CHAUKHUTIA,KAKARKHET,30,12,1,43
Almora,Chaukhutia,CHAUKHUTIA,KANAUNI,44,18,7,69
Almora,Chaukhutia,CHAUKHUTIA,KANOLI TALLI,8,,1,9
Almora,Chaukhutia,CHAUKHUTIA,KANRE,41,12,7,60
